spiderid;Family;temperature;day0;sex;death;mass;Lifespan
Oli5A18;Oli5A;H;05/06/2016;F;04/10/2016;2;121
Oli5A24;Oli5A;H;05/06/2016;F;23/08/2016;NA;79
Oli5A28;Oli5A;H;05/06/2016;F;04/11/2016;3.4;152
Oli5A34;Oli5A;H;05/06/2016;F;19/08/2016;NA;75
Oli5A36;Oli5A;H;05/06/2016;F;NA;NA;#VALORE!
Oli5A38;Oli5A;H;05/06/2016;F;24/09/2016;NA;111
Oli5A42;Oli5A;H;05/06/2016;F;08/10/2016;2.5;125
Oli5A46;Oli5A;H;05/06/2016;F;24/08/2016;NA;80
Oli3A1;Oli3A;C;11/06/2016;M;10/11/2016;NA;152
Oli3A3;Oli3A;C;11/06/2016;M;12/09/2016;NA;93
Oli3A5;Oli3A;C;11/06/2016;M;11/09/2016;NA;92
Oli3A9;Oli3A;C;11/06/2016;F;NA;4;#VALORE!
Oli3A13;Oli3A;C;11/06/2016;M;22/09/2016;NA;103
Oli3A15;Oli3A;C;11/06/2016;M;NA;5.2;#VALORE!
Oli3A17;Oli3A;C;11/06/2016;M;NA;NA;#VALORE!
Oli3A19;Oli3A;C;11/06/2016;M;NA;NA;#VALORE!
Oli3A23;Oli3A;C;11/06/2016;F;21/12/2016;4.5;193
Oli3A25;Oli3A;C;11/06/2016;F;13/02/2017;5.3;247
Oli3A27;Oli3A;C;11/06/2016;F;NA;NA;#VALORE!
Oli3A29;Oli3A;C;11/06/2016;F;NA;3.8;#VALORE!
Oli3A31;Oli3A;C;11/06/2016;M;NA;4.4;#VALORE!
Oli3A35;Oli3A;C;11/06/2016;F;05/12/2016;5.3;177
Oli3A37;Oli3A;C;11/06/2016;M;NA;NA;#VALORE!
Oli3A39;Oli3A;C;11/06/2016;F;19/10/2016;3.5;130
Oli3A43;Oli3A;C;11/06/2016;F;NA;5;#VALORE!
Oli3A50;Oli3A;C;11/06/2016;F;27/07/2016;NA;46
Oli3A2;Oli3A;H;11/06/2016;F;20/11/2016;3.2;162
Oli3A6;Oli3A;H;11/06/2016;F;06/08/2016;NA;56
Oli3A8;Oli3A;H;11/06/2016;F;06/12/2016;3.5;178
Oli3A12;Oli3A;H;11/06/2016;F;08/12/2016;3.3;180
Oli3A14;Oli3A;H;11/06/2016;F;20/11/2016;3.9;162
Oli3A16;Oli3A;H;11/06/2016;F;04/11/2016;3.2;146
Oli3A22;Oli3A;H;11/06/2016;F;27/07/2016;NA;46
Oli3A24;Oli3A;H;11/06/2016;F;31/12/2017;3.6;568
Oli3A26;Oli3A;H;11/06/2016;M;16/11/2016;4.2;158
Oli3A28;Oli3A;H;11/06/2016;F;27/07/2016;NA;46
Oli3A30;Oli3A;H;11/06/2016;F;18/12/2016;1.7;190
Oli3A32;Oli3A;H;11/06/2016;M;26/10/2016;3.2;137
Oli3A34;Oli3A;H;11/06/2016;F;18/11/2016;2.6;160
Oli3A36;Oli3A;H;11/06/2016;F;21/11/2016;2.5;163
Oli3A38;Oli3A;H;11/06/2016;F;04/11/2016;2.6;146
Oli3A40;Oli3A;H;11/06/2016;F;20/09/2016;NA;101
Oli3A42;Oli3A;H;11/06/2016;F;28/07/2016;NA;47
Oli3A44;Oli3A;H;11/06/2016;F;19/12/2016;2.3;191
Oli3A48;Oli3A;H;11/06/2016;F;08/11/2016;2.6;150
SBF2A1;SBF2A;C;11/06/2016;M;07/12/2016;NA;179
SBF2A3;SBF2A;C;11/06/2016;M;05/11/2016;5.9;147
SBF2A5;SBF2A;C;11/06/2016;F;18/12/2016;5.1;190
SBF2A7;SBF2A;C;11/06/2016;M;11/12/2016;5.5;183
SBF2A9;SBF2A;C;11/06/2016;F;20/12/2016;5.3;192
SBF2A11;SBF2A;C;11/06/2016;M;31/12/2016;6.1;203
SBF2A13;SBF2A;C;11/06/2016;M;23/11/2016;6;165
SBF2A15;SBF2A;C;11/06/2016;F;25/12/2016;5.5;197
SBF2A17;SBF2A;C;11/06/2016;M;11/10/2016;NA;122
SBF2A19;SBF2A;C;11/06/2016;F;01/12/2016;6.1;173
SBF2A21;SBF2A;C;11/06/2016;M;07/12/2016;6.4;179
SBF2A27;SBF2A;C;11/06/2016;M;29/11/2016;5.5;171
SBF2A29;SBF2A;C;11/06/2016;F;16/11/2016;5.2;158
SBF2A31;SBF2A;C;11/06/2016;F;14/12/2016;5.5;186
SBF2A33;SBF2A;C;11/06/2016;F;11/11/2016;5.5;153
SBF2A35;SBF2A;C;11/06/2016;M;26/10/2016;4.8;137
SBF2A37;SBF2A;C;11/06/2016;F;10/10/2016;2.9;121
SBF2A39;SBF2A;C;11/06/2016;F;25/10/2016;5.2;136
SBF2A41;SBF2A;C;11/06/2016;F;22/10/2016;4.7;133
SBF2A43;SBF2A;C;11/06/2016;F;17/08/2016;NA;67
SBF2A45;SBF2A;C;11/06/2016;F;22/11/2016;5;164
SBF2A47;SBF2A;C;11/06/2016;F;NA;NA;#VALORE!
SBF2A49;SBF2A;C;11/06/2016;M;14/11/2016;4.2;156
SBF2A2;SBF2A;H;11/06/2016;F;30/08/2016;NA;80
SBF2A4;SBF2A;H;11/06/2016;F;01/09/2016;NA;82
SBF2A6;SBF2A;H;11/06/2016;F;26/09/2016;2.1;107
SBF2A8;SBF2A;H;11/06/2016;F;06/09/2016;NA;87
SBF2A10;SBF2A;H;11/06/2016;F;05/09/2016;NA;86
SBF2A12;SBF2A;H;11/06/2016;F;NA;NA;#VALORE!
SBF2A14;SBF2A;H;11/06/2016;F;29/08/2016;NA;79
SBF2A16;SBF2A;H;11/06/2016;M;15/09/2016;NA;96
SBF2A18;SBF2A;H;11/06/2016;F;24/08/2016;NA;74
SBF2A20;SBF2A;H;11/06/2016;F;19/08/2016;NA;69
SBF2A22;SBF2A;H;11/06/2016;F;27/08/2016;NA;77
SBF2A24;SBF2A;H;11/06/2016;F;06/10/2016;2.3;117
SBF2A26;SBF2A;H;11/06/2016;F;17/10/2016;3.5;128
SBF2A28;SBF2A;H;11/06/2016;F;01/08/2016;NA;51
SBF2A32;SBF2A;H;11/06/2016;F;19/09/2016;NA;100
SBF2A34;SBF2A;H;11/06/2016;F;06/09/2016;NA;87
SBF2A36;SBF2A;H;11/06/2016;F;27/08/2016;NA;77
SBF2A38;SBF2A;H;11/06/2016;F;25/08/2016;NA;75
SBF2A40;SBF2A;H;11/06/2016;F;30/08/2016;NA;80
SBF2A42;SBF2A;H;11/06/2016;F;02/09/2016;NA;83
SBF2A44;SBF2A;H;11/06/2016;F;28/08/2016;NA;78
SBF2A46;SBF2A;H;11/06/2016;F;15/09/2016;NA;96
SBF2A50;SBF2A;H;11/06/2016;F;03/08/2016;NA;53
GCC3A1;GCC3A;C;13/06/2016;M;NA;6;#VALORE!
GCC3A3;GCC3A;C;13/06/2016;F;01/02/2017;5.2;233
GCC3A5;GCC3A;C;13/06/2016;M;27/01/2017;NA;228
GCC3A7;GCC3A;C;13/06/2016;M;03/12/2016;6.4;173
GCC3A9;GCC3A;C;13/06/2016;M;14/11/2016;6.3;154
GCC3A11;GCC3A;C;13/06/2016;M;04/11/2016;NA;144
GCC3A13;GCC3A;C;13/06/2016;M;22/10/2016;NA;131
GCC3A15;GCC3A;C;13/06/2016;M;12/10/2016;NA;121
GCC3A17;GCC3A;C;13/06/2016;M;27/10/2016;NA;136
GCC3A19;GCC3A;C;13/06/2016;M;27/12/2016;NA;197
GCC3A23;GCC3A;C;13/06/2016;M;NA;NA;#VALORE!
GCC3A25;GCC3A;C;13/06/2016;M;09/12/2016;6.3;179
GCC3A27;GCC3A;C;13/06/2016;M;27/01/2017;6.5;228
GCC3A29;GCC3A;C;13/06/2016;M;30/10/2016;5.9;139
GCC3A31;GCC3A;C;13/06/2016;M;25/10/2016;5.6;134
GCC3A33;GCC3A;C;13/06/2016;M;21/12/2016;NA;191
GCC3A35;GCC3A;C;13/06/2016;M;25/09/2016;NA;104
GCC3A37;GCC3A;C;13/06/2016;M;01/11/2016;5.9;141
GCC3A39;GCC3A;C;13/06/2016;M;25/09/2016;NA;104
GCC3A41;GCC3A;C;13/06/2016;F;18/01/2017;4.3;219
GCC3A43;GCC3A;C;13/06/2016;F;11/12/2016;6.5;181
GCC3A45;GCC3A;C;13/06/2016;F;03/01/2017;4.8;204
GCC3A2;GCC3A;H;13/06/2016;F;07/12/2016;5.2;177
GCC3A4;GCC3A;H;13/06/2016;F;17/09/2016;NA;96
GCC3A6;GCC3A;H;13/06/2016;M;16/09/2016;NA;95
GCC3A8;GCC3A;H;13/06/2016;F;01/11/2016;4.2;141
GCC3A10;GCC3A;H;13/06/2016;F;20/11/2016;3.1;160
GCC3A12;GCC3A;H;13/06/2016;M;09/10/2016;NA;118
GCC3A14;GCC3A;H;13/06/2016;F;20/09/2016;NA;99
GCC3A16;GCC3A;H;13/06/2016;F;07/09/2016;NA;86
GCC3A18;GCC3A;H;13/06/2016;F;02/08/2016;NA;50
GCC3A22;GCC3A;H;13/06/2016;F;13/09/2016;NA;92
GCC3A24;GCC3A;H;13/06/2016;M;30/09/2016;NA;109
GCC3A28;GCC3A;H;13/06/2016;M;03/10/2016;NA;112
GCC3A30;GCC3A;H;13/06/2016;F;NA;2.7;#VALORE!
GCC3A34;GCC3A;H;13/06/2016;M;12/10/2016;3.8;121
GCC3A38;GCC3A;H;13/06/2016;F;01/12/2016;3.3;171
GCC3A40;GCC3A;H;13/06/2016;F;17/09/2016;NA;96
GCC3A42;GCC3A;H;13/06/2016;F;04/10/2016;3.2;113
GCC3A44;GCC3A;H;13/06/2016;F;11/10/2016;2.7;120
GCC3A46;GCC3A;H;13/06/2016;F;11/11/2016;2.6;151
GCC3A47;GCC3A;H;13/06/2016;F;NA;NA;#VALORE!
GCC3A48;GCC3A;H;13/06/2016;M;03/11/2016;NA;143
GCC3A49;GCC3A;H;13/06/2016;M;23/09/2016;NA;102
GCC3A50;GCC3A;H;13/06/2016;F;21/10/2016;3.5;130
GCC1A1;GCC1A;C;19/06/2016;F;13/08/2016;NA;55
GCC1A5;GCC1A;C;19/06/2016;M;02/01/2017;6.9;197
GCC1A7;GCC1A;C;19/06/2016;F;NA;5.7;#VALORE!
GCC1A11;GCC1A;C;19/06/2016;F;19/12/2016;4.7;183
GCC1A13;GCC1A;C;19/06/2016;F;NA;5.8;#VALORE!
GCC1A17;GCC1A;C;19/06/2016;M;19/12/2016;4.9;183
GCC1A23;GCC1A;C;19/06/2016;M;NA;6.3;#VALORE!
GCC1A25;GCC1A;C;19/06/2016;F;NA;6.1;#VALORE!
GCC1A29;GCC1A;C;19/06/2016;M;05/12/2016;5.6;169
GCC1A37;GCC1A;C;19/06/2016;F;NA;4.9;#VALORE!
GCC1A46;GCC1A;C;19/06/2016;F;11/02/2017;5.4;237
GCC1A47;GCC1A;C;19/06/2016;F;11/12/2016;6.5;175
GCC1A48;GCC1A;C;19/06/2016;F;05/01/2017;4.8;200
GCC1A50;GCC1A;C;19/06/2016;M;28/01/2017;6.1;223
GCC1A2;GCC1A;H;19/06/2016;F;20/01/2017;5.8;215
GCC1A6;GCC1A;H;19/06/2016;F;22/08/2016;NA;64
GCC1A10;GCC1A;H;19/06/2016;F;23/12/2016;4.9;187
GCC1A12;GCC1A;H;19/06/2016;F;20/10/2016;3.1;123
GCC1A20;GCC1A;H;19/06/2016;F;31/10/2016;3.8;134
GCC1A22;GCC1A;H;19/06/2016;F;30/11/2016;3.9;164
GCC1A24;GCC1A;H;19/06/2016;F;05/12/2016;4.9;169
GCC1A26;GCC1A;H;19/06/2016;F;16/11/2016;3.8;150
GCC1A28;GCC1A;H;19/06/2016;F;12/08/2016;NA;54
GCC1A32;GCC1A;H;19/06/2016;F;27/11/2016;4.3;161
GCC1A38;GCC1A;H;19/06/2016;F;NA;3.8;#VALORE!
GCC1A40;GCC1A;H;19/06/2016;F;28/09/2016;NA;101
GCC1A42;GCC1A;H;19/06/2016;F;27/09/2016;NA;100
GCC1A44;GCC1A;H;19/06/2016;F;22/11/2016;3.8;156
Cort8A1;Cort8;C;22/06/2016;M;26/10/2016;NA;126
Cort8A5;Cort8;C;22/06/2016;F;21/11/2016;4.3;152
Cort8A7;Cort8;C;22/06/2016;F;16/01/2017;4.8;208
Cort8A9;Cort8;C;22/06/2016;M;NA;6;#VALORE!
Cort8A11;Cort8;C;22/06/2016;M;13/11/2016;NA;144
Cort8A13;Cort8;C;22/06/2016;M;06/12/2016;4.3;167
Cort8A15;Cort8;C;22/06/2016;M;NA;5.5;#VALORE!
Cort8A17;Cort8;C;22/06/2016;M;14/11/2016;4.3;145
Cort8A19;Cort8;C;22/06/2016;M;02/12/2016;5.1;163
Cort8A23;Cort8;C;22/06/2016;F;13/09/2016;NA;83
Cort8A25;Cort8;C;22/06/2016;M;01/11/2016;NA;132
Cort8A29;Cort8;C;22/06/2016;F;25/08/2016;NA;64
Cort8A31;Cort8;C;22/06/2016;M;21/01/2017;4.9;213
Cort8A35;Cort8;C;22/06/2016;F;03/11/2016;5.4;134
Cort8A37;Cort8;C;22/06/2016;F;NA;5.9;#VALORE!
Cort8A39;Cort8;C;22/06/2016;M;02/12/2016;4.5;163
Cort8A41*;Cort8;C;22/06/2016;M;20/11/2016;5;151
Cort8A43;Cort8;C;22/06/2016;F;NA;NA;#VALORE!
Cort8A2;Cort8;H;22/06/2016;F;09/08/2016;NA;48
Cort8A4;Cort8;H;22/06/2016;M;20/11/2016;NA;151
Cort8A6;Cort8;H;22/06/2016;F;29/10/2016;2.9;129
Cort8A8;Cort8;H;22/06/2016;F;26/10/2016;2.9;126
Cort8A18;Cort8;H;22/06/2016;F;21/09/2016;NA;91
Cort8A20;Cort8;H;22/06/2016;F;22/10/2016;3.4;122
Cort8A22;Cort8;H;22/06/2016;F;01/12/2016;3.5;162
Cort8A24;Cort8;H;22/06/2016;M;04/11/2016;2.5;135
Cort8A26;Cort8;H;22/06/2016;F;18/10/2016;2.5;118
Cort8A28;Cort8;H;22/06/2016;F;16/11/2016;3.6;147
Cort8A30;Cort8;H;22/06/2016;M;04/11/2016;4.2;135
Cort8A32;Cort8;H;22/06/2016;F;02/11/2016;2.6;133
Cort8A34;Cort8;H;22/06/2016;F;20/11/2016;4.8;151
Cort8A38;Cort8;H;22/06/2016;F;24/09/2016;NA;94
Cort8A42;Cort8;H;22/06/2016;F;13/10/2016;NA;113
Cort8A45;Cort8;H;22/06/2016;F;06/11/2016;2.8;137
Cort8A47;Cort8;H;22/06/2016;F;03/09/2016;NA;73
Cort8A49;Cort8;H;22/06/2016;M;22/10/2016;3.8;122
Cort9A3;Cort9;C;25/06/2016;M;NA;5.3;#VALORE!
Cort9A5;Cort9;C;25/06/2016;F;NA;5.1;#VALORE!
Cort9A9;Cort9;C;25/06/2016;F;01/12/2016;6.4;159
Cort9A11;Cort9;C;25/06/2016;M;13/01/2017;5.7;202
Cort9A15;Cort9;C;25/06/2016;F;03/12/2016;4.9;161
Cort9A17;Cort9;C;25/06/2016;F;NA;7.9;#VALORE!
Cort9A21;Cort9;C;25/06/2016;F;NA;5.7;#VALORE!
Cort9A23;Cort9;C;25/06/2016;M;NA;NA;#VALORE!
Cort9A27;Cort9;C;25/06/2016;F;27/02/2017;5.8;247
Cort9A29;Cort9;C;25/06/2016;F;NA;5.9;#VALORE!
Cort9A31;Cort9;C;25/06/2016;M;30/12/2016;6.4;188
Cort9A33;Cort9;C;25/06/2016;M;NA;NA;#VALORE!
Cort9A37;Cort9;C;25/06/2016;F;25/01/2017;7.5;214
Cort9A39;Cort9;C;25/06/2016;M;12/01/2017;5.5;201
Cort9A43;Cort9;C;25/06/2016;M;23/01/2017;NA;212
Cort9A45;Cort9;C;25/06/2016;F;04/02/2017;7;224
Cort9A46;Cort9;C;25/06/2016;F;NA;6;#VALORE!
Cort9A49;Cort9;C;25/06/2016;M;30/11/2016;NA;158
Cort9A2;Cort9;H;25/06/2016;M;26/10/2016;4;123
Cort9A8;Cort9;H;25/06/2016;F;06/11/2016;3.1;134
Cort9A10;Cort9;H;25/06/2016;F;25/10/2016;2.5;122
Cort9A12;Cort9;H;25/06/2016;F;20/11/2016;3.9;148
Cort9A14;Cort9;H;25/06/2016;F;30/11/2016;4.4;158
Cort9A16;Cort9;H;25/06/2016;F;24/10/2016;3.9;121
Cort9A24;Cort9;H;25/06/2016;F;27/11/2016;3.4;155
Cort9A26;Cort9;H;25/06/2016;F;29/08/2016;NA;65
Cort9A28;Cort9;H;25/06/2016;F;29/11/2016;3.9;157
Cort9A30;Cort9;H;25/06/2016;F;11/12/2016;4.5;169
Cort9A32;Cort9;H;25/06/2016;F;06/12/2016;5.1;164
Cort9A34;Cort9;H;25/06/2016;F;29/11/2016;4.8;157
Cort9A36;Cort9;H;25/06/2016;F;06/12/2016;3.1;164
Cort9A38;Cort9;H;25/06/2016;F;09/10/2016;NA;106
Cort9A40;Cort9;H;25/06/2016;F;25/12/2016;3.3;183
Cort9A42;Cort9;H;25/06/2016;F;22/11/2016;4.6;150
Cort9A44;Cort9;H;25/06/2016;F;22/11/2016;3.6;150
Cort9A48;Cort9;H;25/06/2016;F;03/11/2016;3.1;131
MR3A1;MR3A;C;23/06/2016;F;30/12/2016;6.3;190
MR3A3;MR3A;C;23/06/2016;M;30/12/2016;6.2;190
MR3A7;MR3A;C;23/06/2016;F;01/12/2016;5.4;161
MR3A9;MR3A;C;23/06/2016;M;28/12/2016;5.5;188
MR3A15;MR3A;C;23/06/2016;M;NA;6.6;#VALORE!
MR3A29;MR3A;C;23/06/2016;F;10/12/2016;5;170
MR3A31;MR3A;C;23/06/2016;F;NA;5.4;#VALORE!
MR3A33;MR3A;C;23/06/2016;M;03/12/2016;6;163
MR3A39;MR3A;C;23/06/2016;F;14/02/2017;4.5;236
MR3A41;MR3A;C;23/06/2016;F;18/12/2016;5;178
MR3A43;MR3A;C;23/06/2016;M;23/01/2017;6.3;214
MR3A45;MR3A;C;23/06/2016;F;06/11/2016;5.3;136
MR3A47;MR3A;C;23/06/2016;M;07/11/2016;NA;137
MR3A50;MR3A;C;23/06/2016;F;11/08/2016;NA;49
MR3A8;MR3A;H;23/06/2016;F;30/10/2016;2.5;129
MR3A10;MR3A;H;23/06/2016;F;22/08/2016;NA;60
MR3A12;MR3A;H;23/06/2016;F;11/09/2016;NA;80
MR3A20;MR3A;H;23/06/2016;F;17/09/2016;NA;86
MR3A22;MR3A;H;23/06/2016;F;25/08/2016;NA;63
MR3A24;MR3A;H;23/06/2016;F;12/08/2016;NA;50
MR3A26;MR3A;H;23/06/2016;F;22/08/2016;NA;60
MR3A28;MR3A;H;23/06/2016;F;15/08/2016;NA;53
MR3A30;MR3A;H;23/06/2016;F;13/09/2016;NA;82
MR3A34;MR3A;H;23/06/2016;F;26/10/2016;3.4;125
MR3A36;MR3A;H;23/06/2016;F;12/08/2016;NA;50
MR3A38;MR3A;H;23/06/2016;M;13/10/2016;NA;112
MR3A42;MR3A;H;23/06/2016;F;09/11/2016;2.1;139
MR3A46;MR3A;H;23/06/2016;F;18/09/2016;NA;87
MR3A48;MR3A;H;23/06/2016;F;27/10/2016;3.7;126
GCC6A3;GCC6A;C;23/06/2016;F;31/10/2016;6.6;130
GCC6A5;GCC6A;C;23/06/2016;M;29/09/2016;NA;98
GCC6A9;GCC6A;C;23/06/2016;F;25/11/2016;4.1;155
GCC6A11;GCC6A;C;23/06/2016;F;NA;5.3;#VALORE!
GCC6A13;GCC6A;C;23/06/2016;M;16/10/2016;NA;115
GCC6A15;GCC6A;C;23/06/2016;M;14/10/2016;NA;113
GCC6A19;GCC6A;C;23/06/2016;F;23/11/2016;6.3;153
GCC6A21;GCC6A;C;23/06/2016;M;19/10/2016;NA;118
GCC6A23;GCC6A;C;23/06/2016;F;21/10/2016;5.3;120
GCC6A25;GCC6A;C;23/06/2016;F;12/11/2016;7.3;142
GCC6A27;GCC6A;C;23/06/2016;M;30/10/2016;NA;129
GCC6A29;GCC6A;C;23/06/2016;F;05/12/2016;5.1;165
GCC6A31;GCC6A;C;23/06/2016;F;27/11/2016;6.2;157
GCC6A33;GCC6A;C;23/06/2016;M;17/10/2016;NA;116
GCC6A35;GCC6A;C;23/06/2016;M;11/09/2016;NA;80
GCC6A37;GCC6A;C;23/06/2016;F;NA;6.9;#VALORE!
GCC6A39;GCC6A;C;23/06/2016;M;19/01/2017;NA;210
GCC6A41;GCC6A;C;23/06/2016;F;25/01/2017;7.1;216
GCC6A45;GCC6A;C;23/06/2016;M;26/10/2016;NA;125
GCC6A47;GCC6A;C;23/06/2016;M;20/10/2016;NA;119
GCC6A49;GCC6A;C;23/06/2016;F;19/09/2016;NA;88
GCC6A50;GCC6A;C;23/06/2016;F;NA;6.9;#VALORE!
GCC6A4;GCC6A;H;23/06/2016;F;25/10/2016;3;124
GCC6A6;GCC6A;H;23/06/2016;F;12/11/2016;3.3;142
GCC6A8;GCC6A;H;23/06/2016;F;NA;3.5;#VALORE!
GCC6A10;GCC6A;H;23/06/2016;M;03/11/2016;NA;133
GCC6A12;GCC6A;H;23/06/2016;F;08/12/2016;2.8;168
GCC6A16;GCC6A;H;23/06/2016;F;02/11/2016;2.8;132
GCC6A18;GCC6A;H;23/06/2016;F;29/08/2016;NA;67
GCC6A20;GCC6A;H;23/06/2016;M;03/10/2016;NA;102
GCC6A22;GCC6A;H;23/06/2016;F;31/10/2016;3;130
GCC6A24;GCC6A;H;23/06/2016;F;17/08/2016;NA;55
GCC6A26;GCC6A;H;23/06/2016;F;24/08/2016;NA;62
GCC6A28;GCC6A;H;23/06/2016;M;29/09/2016;NA;98
GCC6A30;GCC6A;H;23/06/2016;M;19/10/2016;NA;118
GCC6A32;GCC6A;H;23/06/2016;F;27/11/2016;3.8;157
GCC6A34;GCC6A;H;23/06/2016;F;22/08/2016;NA;60
GCC6A36;GCC6A;H;23/06/2016;F;17/08/2016;NA;55
GCC6A38;GCC6A;H;23/06/2016;F;27/11/2016;3.8;157
GCC6A40;GCC6A;H;23/06/2016;F;12/09/2016;NA;81
GCC6A42;GCC6A;H;23/06/2016;M;21/10/2016;NA;120
GCC6A44;GCC6A;H;23/06/2016;F;09/11/2016;4.1;139
GCC6A46;GCC6A;H;23/06/2016;F;NA;NA;#VALORE!
GCC6A48;GCC6A;H;23/06/2016;M;29/09/2016;NA;98
Oli1A1;Oli1A;C;27/06/2016;F;11/12/2016;4.2;167
Oli1A3;Oli1A;C;27/06/2016;F;18/12/2016;5.8;174
Oli1A5;Oli1A;C;27/06/2016;F;25/10/2016;4.5;120
Oli1A9;Oli1A;C;27/06/2016;F;29/11/2016;5;155
Oli1A11;Oli1A;C;27/06/2016;F;23/10/2016;4.5;118
Oli1A13;Oli1A;C;27/06/2016;F;19/08/2016;NA;53
Oli1A17;Oli1A;C;27/06/2016;F;06/12/2016;6.3;162
Oli1A21;Oli1A;C;27/06/2016;F;17/08/2016;NA;51
Oli1A23;Oli1A;C;27/06/2016;F;13/08/2016;NA;47
Oli1A25;Oli1A;C;27/06/2016;F;20/09/2016;NA;85
Oli1A27;Oli1A;C;27/06/2016;F;16/11/2016;4.7;142
Oli1A29;Oli1A;C;27/06/2016;F;25/11/2016;4.2;151
Oli1A31;Oli1A;C;27/06/2016;F;27/01/2017;6.3;214
Oli1A33;Oli1A;C;27/06/2016;F;03/01/2017;5.1;190
Oli1A35;Oli1A;C;27/06/2016;F;07/12/2016;5.6;163
Oli1A37;Oli1A;C;27/06/2016;F;NA;4.5;#VALORE!
Oli1A39;Oli1A;C;27/06/2016;F;16/02/2017;4.5;234
Oli1A41;Oli1A;C;27/06/2016;F;06/12/2016;4.7;162
Oli1A45;Oli1A;C;27/06/2016;F;NA;5.2;#VALORE!
Oli1A2;Oli1A;H;27/06/2016;F;23/10/2016;2;118
Oli1A6;Oli1A;H;27/06/2016;F;16/11/2016;3.2;142
Oli1A10;Oli1A;H;27/06/2016;F;06/11/2016;3;132
Oli1A12;Oli1A;H;27/06/2016;F;17/09/2016;NA;82
Oli1A14;Oli1A;H;27/06/2016;F;13/08/2016;NA;47
Oli1A18;Oli1A;H;27/06/2016;F;10/10/2016;NA;105
Oli1A22;Oli1A;H;27/06/2016;F;15/09/2016;NA;80
Oli1A26;Oli1A;H;27/06/2016;F;01/11/2016;2.2;127
Oli1A28;Oli1A;H;27/06/2016;F;18/10/2016;NA;113
Oli1A30;Oli1A;H;27/06/2016;F;18/09/2016;NA;83
Oli1A32;Oli1A;H;27/06/2016;F;24/09/2016;NA;89
Oli1A34;Oli1A;H;27/06/2016;F;06/10/2016;NA;101
Oli1A36;Oli1A;H;27/06/2016;F;20/09/2016;NA;85
Oli1A44;Oli1A;H;27/06/2016;F;17/09/2016;NA;82
Oli1A46;Oli1A;H;27/06/2016;F;17/09/2016;NA;82
Oli1A47;Oli1A;H;27/06/2016;F;15/08/2016;NA;49
Oli1A48;Oli1A;H;27/06/2016;F;13/10/2016;NA;108
Oli1A49;Oli1A;H;27/06/2016;F;18/10/2016;3.1;113
Oli1A50;Oli1A;H;27/06/2016;F;21/10/2016;2.5;116
MV4A1;MV4A1;C;24/06/2016;F;29/01/2017;5.1;219
MV4A3;MV4A3;C;24/06/2016;M;23/11/2016;4.2;152
MV4A7;MV4A7;C;24/06/2016;M;NA;NA;#VALORE!
MV4A9;MV4A9;C;24/06/2016;F;NA;4.6;#VALORE!
MV4A15;MV4A1;C;24/06/2016;M;NA;4.7;#VALORE!
MV4A17;MV4A1;C;24/06/2016;F;26/10/2016;3.9;124
MV4A25;MV4A2;C;24/06/2016;M;21/12/2016;4.1;180
MV4A27;MV4A2;C;24/06/2016;F;NA;4.4;#VALORE!
MV4A31;MV4A3;C;24/06/2016;M;20/11/2016;NA;149
MV4A35;MV4A3;C;24/06/2016;F;NA;NA;#VALORE!
MV4A37;MV4A3;C;24/06/2016;M;NA;5.2;#VALORE!
MV4A39;MV4A3;C;24/06/2016;M;NA;NA;#VALORE!
MV4A41;MV4A4;C;24/06/2016;M;01/12/2016;NA;160
MV4A43;MV4A4;C;24/06/2016;F;NA;4.3;#VALORE!
MV4A45;MV4A4;C;24/06/2016;F;20/12/2016;3.1;179
MV4A47;MV4A4;C;24/06/2016;F;NA;4.4;#VALORE!
MV4A2;MV4A2;H;24/06/2016;F;11/09/2016;NA;79
MV4A4;MV4A4;H;24/06/2016;F;22/08/2016;NA;59
MV4A10;MV4A1;H;24/06/2016;F;03/11/2016;1.3;132
MV4A12;MV4A1;H;24/06/2016;F;23/11/2016;2.5;152
MV4A16;MV4A1;H;24/06/2016;F;16/10/2016;3;114
MV4A18;MV4A1;H;24/06/2016;F;16/11/2016;3.3;145
MV4A20;MV4A2;H;24/06/2016;M;13/11/2016;3;142
MV4A24;MV4A2;H;24/06/2016;F;07/11/2016;2;136
MV4A30;MV4A3;H;24/06/2016;F;12/09/2016;NA;80
MV4A34;MV4A3;H;24/06/2016;F;22/11/2016;1.6;151
MV4A38;MV4A3;H;24/06/2016;F;05/09/2016;NA;73
MV4A40;MV4A4;H;24/06/2016;F;19/09/2016;NA;87
MV4A42;MV4A4;H;24/06/2016;F;07/11/2016;1.1;136
MV4A44;MV4A4;H;24/06/2016;F;NA;NA;#VALORE!
MV4A49;MV4A4;H;24/06/2016;F;27/09/2016;NA;95
MV4A50;MV4A5;H;24/06/2016;F;13/08/2016;NA;50
Oli4A1;Oli4A;C;29/06/2016;F;10/02/2017;6.9;226
Oli4A3;Oli4A;C;29/06/2016;F;16/01/2017;5.4;201
Oli4A5;Oli4A;C;29/06/2016;M;NA;6.7;#VALORE!
Oli4A7;Oli4A;C;29/06/2016;F;NA;7.3;#VALORE!
Oli4A9;Oli4A;C;29/06/2016;F;25/12/2016;5.1;179
Oli4A11;Oli4A;C;29/06/2016;M;20/09/2016;NA;83
